contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.924160906,0.260273962,Inf,1,-0.280042311,0.779445043,0.924160906,0.042905596,0.046426543,tumor16SProximity_v3,BAIAP3,102,0.041891892,2220,18,0.039534884,430,0.947790331,-0.113784033,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.023733178,0.206151493,Inf,1,0.116480397,0.907271821,1.023733178,0.083124148,0.081197083,tumor16SProximity_v3,BAK1,210,0.084684685,2220,31,0.058139535,430,0.97696471,0.033839746,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.817210469,0.191178802,Inf,1,-0.86286222,0.388213225,0.817210469,0.056117625,0.068669734,tumor16SProximity_v3,BAMBI,136,0.054504505,2220,26,0.053488372,430,0.769446993,-0.291220408,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.926039674,0.153223959,Inf,1,-0.464387052,0.642370465,0.926039674,0.109750738,0.118516238,tumor16SProximity_v3,BANF1,275,0.105855856,2220,45,0.088372093,430,0.902364262,-0.110854092,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.067707451,0.424041374,Inf,1,0.164959262,0.868976047,1.067707451,0.026585963,0.024900045,tumor16SProximity_v3,BANK1,63,0.025675676,2220,9,0.020930233,430,0.969353235,0.094516407,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.080484559,0.311924863,Inf,1,0.268141126,0.78859069,1.080484559,0.041749235,0.038639363,tumor16SProximity_v3,BAP1,104,0.042342342,2220,15,0.034883721,430,0.948265161,0.111678455,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.291893552,0.276643103,Inf,1,1.196001558,0.231695951,1.291893552,0.085860937,0.066461309,tumor16SProximity_v3,BARD1,212,0.086936937,2220,25,0.053488372,430,0.672126103,0.369487202,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.724650433,0.201995355,Inf,1,-1.155398823,0.247927144,0.724650433,0.03127249,0.043155276,tumor16SProximity_v3,BASP1,77,0.034234234,2220,16,0.03255814,430,0.689317375,-0.46464288,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.922622283,0.281187069,Inf,1,-0.264250109,0.791587201,0.922622283,0.040313966,0.043694984,tumor16SProximity_v3,BATF,96,0.04009009,2220,16,0.03255814,430,0.948265161,-0.116187958,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.546648803,0.819737956,Inf,1,0.822798173,0.410622776,1.546648803,0.016891212,0.010921169,tumor16SProximity_v3,BATF3,42,0.018018018,2220,4,0.009302326,430,0.782030191,0.629145641,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.962101429,0.129154489,Inf,1,-0.28780395,0.773496813,0.962101429,0.211521584,0.219853726,tumor16SProximity_v3,BAX,567,0.176126126,2220,84,0.146511628,430,0.946695169,-0.055739098,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.001055412,0.48166194,Inf,1,0.002192345,0.998250763,1.001055412,0.013307359,0.013293329,tumor16SProximity_v3,BBC3,33,0.014864865,2220,5,0.011627907,430,0.999992029,0.001521835,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.215576404,0.226318396,Inf,1,1.048535383,0.294392009,1.215576404,0.11702755,0.096273298,tumor16SProximity_v3,BBLN,287,0.109459459,2220,37,0.074418605,430,0.722481699,0.281640576,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.888340983,1.213676346,Inf,1,2.524241425,0.011594827,2.888340983,0.044397695,0.015371348,tumor16SProximity_v3,BBS1,113,0.048198198,2220,6,0.013953488,430,0.245476781,1.53024107,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.327974768,0.404529827,Inf,1,0.931171757,0.351764725,1.327974768,0.046395195,0.034936805,tumor16SProximity_v3,BBS9,113,0.045045045,2220,13,0.030232558,430,0.758179231,0.409227735,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.533849076,0.365205863,Inf,1,1.796659094,0.072389757,1.533849076,0.079849827,0.052058464,tumor16SProximity_v3,BCAM,207,0.078828829,2220,21,0.046511628,430,0.479650027,0.617156535,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.877695273,0.210069227,Inf,1,-0.545060569,0.585711861,0.877695273,0.056172544,0.064000053,tumor16SProximity_v3,BCAN,138,0.054504505,2220,24,0.046511628,430,0.87358873,-0.188207958,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.326338715,0.157615258,Inf,1,2.376594979,0.017473262,1.326338715,0.318034178,0.239783529,tumor16SProximity_v3,BCAP31,849,0.252702703,2220,98,0.153488372,430,0.284603603,0.407449253,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.573150134,0.227713136,Inf,1,3.130091548,0.001747518,1.573150134,0.250814989,0.159434871,tumor16SProximity_v3,BCAR1,629,0.200900901,2220,61,0.11627907,430,0.080023395,0.653656361,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.951074809,0.230438544,Inf,1,-0.207032827,0.835984222,0.951074809,0.051251852,0.05388835,tumor16SProximity_v3,BCAR3,127,0.053153153,2220,20,0.044186047,430,0.95882272,-0.07236927,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.07729845,0.886543121,Inf,1,1.712998341,0.086712845,2.07729845,0.031246409,0.015041849,tumor16SProximity_v3,BCAS1,80,0.033783784,2220,6,0.013953488,430,0.509077689,1.054708506,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.457892043,0.390546728,Inf,1,1.407291355,0.159341012,1.457892043,0.062506779,0.042874765,tumor16SProximity_v3,BCAS2,153,0.065315315,2220,16,0.037209302,430,0.6024747,0.543883892,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.682620204,0.632673427,Inf,1,1.383897487,0.166389846,1.682620204,0.036936697,0.021951892,tumor16SProximity_v3,BCAT1,91,0.03963964,2220,8,0.018604651,430,0.614102705,0.750709573,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.815920897,1.309392041,Inf,1,2.226447709,0.025984208,2.815920897,0.037562527,0.01333934,tumor16SProximity_v3,BCCIP,91,0.039189189,2220,5,0.011627907,430,0.336055174,1.493606808,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.414983549,0.108810546,Inf,1,-3.354314918,0.000795618,0.414983549,0.025203828,0.060734524,tumor16SProximity_v3,BCHE,64,0.027027027,2220,21,0.046511628,430,0.048784469,-1.268873948,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.017937698,0.197029264,Inf,1,0.091852472,0.926815254,1.017937698,0.091590324,0.089976356,tumor16SProximity_v3,BCKDK,227,0.089189189,2220,34,0.069767442,430,0.983913662,0.025649265,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.597133631,0.578309363,Inf,1,1.293070543,0.195986662,1.597133631,0.038573469,0.024151685,tumor16SProximity_v3,BCL10,95,0.038288288,2220,9,0.020930233,430,0.643123589,0.675485027,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.465972299,0.849525531,Inf,1,2.619994828,0.00879311,2.465972299,0.06479442,0.026275405,tumor16SProximity_v3,BCL11A,158,0.061261261,2220,10,0.020930233,430,0.210693823,1.302156594,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.525749275,0.583716411,Inf,1,1.104315577,0.269456268,1.525749275,0.032130071,0.021058552,tumor16SProximity_v3,BCL11B,82,0.034684685,2220,8,0.01627907,430,0.707036778,0.609517905,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.520138896,0.373474949,Inf,1,1.704630446,0.088263369,1.520138896,0.081614595,0.053688907,tumor16SProximity_v3,BCL2,203,0.080630631,2220,20,0.044186047,430,0.512341925,0.60420315,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.18179311,0.404162291,Inf,1,0.48841344,0.625257024,1.18179311,0.034843164,0.029483303,tumor16SProximity_v3,BCL2A1,86,0.034234234,2220,11,0.023255814,430,0.89219687,0.240977493,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.917861837,0.111774378,Inf,1,-0.703814904,0.481548051,0.917861837,0.247704958,0.269871726,tumor16SProximity_v3,BCL2L1,679,0.195045045,2220,112,0.151162791,430,0.817339571,-0.123651089,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.039483951,0.163979748,Inf,1,0.245477758,0.806086528,1.039483951,0.142652291,0.13723376,tumor16SProximity_v3,BCL2L11,357,0.131531532,2220,52,0.109302326,430,0.952453996,0.055867484,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.754264353,0.153458369,Inf,1,-1.386121075,0.165709936,0.754264353,0.064874494,0.086010287,tumor16SProximity_v3,BCL2L2,160,0.067117117,2220,33,0.062790698,430,0.612858609,-0.40685785,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.392354491,0.274182369,Inf,1,1.680866779,0.092788794,1.392354491,0.117659525,0.084504001,tumor16SProximity_v3,BCL3,295,0.11036036,2220,32,0.072093023,430,0.52052661,0.477526565,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.240399591,0.321766766,Inf,1,0.830488884,0.40626243,1.240399591,0.059287148,0.047796813,tumor16SProximity_v3,BCL6,152,0.060810811,2220,19,0.039534884,430,0.779483511,0.310804955,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.992383007,0.228435173,Inf,1,-0.033216906,0.973501617,0.992383007,0.06506783,0.065567255,tumor16SProximity_v3,BCL6B,159,0.064864865,2220,25,0.055813953,430,0.996718614,-0.011031063,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.065191648,0.890152034,Inf,1,1.682549145,0.092462403,2.065191648,0.033164441,0.016058772,tumor16SProximity_v3,BCL7A,82,0.034684685,2220,6,0.013953488,430,0.52052661,1.046275669,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.028933494,0.458267397,Inf,1,0.064041406,0.948937257,1.028933494,0.015960139,0.015511342,tumor16SProximity_v3,BCOR,40,0.018018018,2220,6,0.013953488,430,0.990423057,0.041149736,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.747862584,0.179459437,Inf,1,-1.210752851,0.22599014,0.747862584,0.045008003,0.060182183,tumor16SProximity_v3,BCR,111,0.045945946,2220,24,0.053488372,430,0.666659797,-0.419154888,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.007537965,0.260228545,Inf,1,0.029075614,0.976804285,1.007537965,0.053680641,0.053279025,tumor16SProximity_v3,BDH1,130,0.050900901,2220,20,0.044186047,430,0.997230242,0.010834203,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.573230789,0.437218488,Inf,1,1.630489519,0.102998079,1.573230789,0.063417833,0.040310572,tumor16SProximity_v3,BDH2,154,0.063963964,2220,15,0.027906977,430,0.535872487,0.653730326,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.138028941,1.566822374,Inf,1,1.036910601,0.299777523,2.138028941,0.011835216,0.005535574,tumor16SProximity_v3,BDNF,30,0.013513514,2220,2,0.004651163,430,0.726469873,1.096281382,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.246653328,0.243450946,Inf,1,1.128935694,0.258924962,1.246653328,0.103596521,0.083099702,tumor16SProximity_v3,BECN1,258,0.099099099,2220,31,0.072093023,430,0.701946474,0.318060333,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.204336761,0.376071318,Inf,1,0.595422013,0.551561415,1.204336761,0.03999692,0.033210744,tumor16SProximity_v3,BEST1,101,0.041891892,2220,12,0.027906977,430,0.859411894,0.26823886,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.928356709,0.289399664,Inf,1,-0.238470657,0.811516071,0.928356709,0.033492041,0.036076694,tumor16SProximity_v3,BEX1,81,0.034684685,2220,13,0.025581395,430,0.953653043,-0.107248847,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.211738242,0.367125031,Inf,1,0.633902485,0.526144464,1.211738242,0.042118666,0.034758881,tumor16SProximity_v3,BEX2,103,0.044594595,2220,13,0.025581395,430,0.848931138,0.277078084,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.236273119,0.261009675,Inf,1,1.004618472,0.315080599,1.236273119,0.084982451,0.068740838,tumor16SProximity_v3,BEX3,222,0.085585586,2220,27,0.060465116,430,0.733855494,0.3059975,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.473413207,0.505405575,Inf,1,4.431927126,9.34E-06,2.473413207,0.332818836,0.134558526,tumor16SProximity_v3,BGN,1002,0.193243243,2220,40,0.069767442,430,0.001480424,1.306503276,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.258652824,0.271340701,Inf,1,1.06708269,0.285934497,1.258652824,0.095475054,0.075854955,tumor16SProximity_v3,BHLHE40,254,0.095945946,2220,29,0.053488372,430,0.715926674,0.331880398,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.924155055,0.301166341,Inf,1,-0.24203605,0.80875223,0.924155055,0.031086656,0.033637922,tumor16SProximity_v3,BID,74,0.032432432,2220,12,0.025581395,430,0.952935521,-0.113793167,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.055414968,0.215627372,Inf,1,0.263986782,0.791790104,1.055414968,0.087579716,0.082981309,tumor16SProximity_v3,BIN1,216,0.083783784,2220,31,0.065116279,430,0.948265161,0.077810349,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.975731921,0.310363207,Inf,1,-0.077235953,0.938435841,0.975731921,0.032432158,0.0332388,tumor16SProximity_v3,BIN2,79,0.033783784,2220,13,0.027906977,430,0.987101337,-0.035443268,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.956342187,0.166733762,Inf,1,-0.256040713,0.7979194,0.956342187,0.103849148,0.108589948,tumor16SProximity_v3,BIRC2,261,0.102702703,2220,41,0.08372093,430,0.950980862,-0.064401177,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.852816477,0.160195434,Inf,1,-0.847575236,0.39667457,0.852816477,0.085217502,0.099924784,tumor16SProximity_v3,BIRC3,214,0.083333333,2220,37,0.079069767,430,0.773307693,-0.229692783,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.335375975,0.328728114,Inf,1,1.174855198,0.240052652,1.335375975,0.071014509,0.053179412,tumor16SProximity_v3,BIRC5,178,0.07027027,2220,20,0.044186047,430,0.680736466,0.417245989,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.570727691,0.340775704,Inf,1,2.081265826,0.037409581,1.570727691,0.10839766,0.069011109,tumor16SProximity_v3,BIRC6,270,0.1,2220,27,0.055813953,430,0.37421688,0.65143309,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.918398696,0.246300918,Inf,1,-0.31740633,0.750935304,0.918398696,0.042144854,0.045889497,tumor16SProximity_v3,BIRC7,107,0.044144144,2220,17,0.037209302,430,0.939921669,-0.122807502,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.752660966,0.212938168,Inf,1,-1.004335612,0.315216874,0.752660966,0.030408516,0.040401346,tumor16SProximity_v3,BLK,78,0.034234234,2220,15,0.034883721,430,0.733855494,-0.409927942,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.46356974,0.371656353,Inf,1,1.499886148,0.133643897,1.46356974,0.070929682,0.04846348,tumor16SProximity_v3,BLM,177,0.072072072,2220,18,0.041860465,430,0.572198777,0.549491493,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.826288595,0.174446761,Inf,1,-0.903800674,0.366101104,0.826288595,0.060303584,0.072981262,tumor16SProximity_v3,BLMH,154,0.064864865,2220,27,0.058139535,430,0.766160131,-0.27528234,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.822147985,0.206395128,Inf,1,-0.780082579,0.43534227,0.822147985,0.047624649,0.057927101,tumor16SProximity_v3,BLNK,116,0.048198198,2220,22,0.039534884,430,0.79121388,-0.282529996,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.257325334,0.511680642,Inf,1,0.562676741,0.573655025,1.257325334,0.024089216,0.019159096,tumor16SProximity_v3,BLVRA,61,0.024774775,2220,7,0.01627907,430,0.869190422,0.330357996,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.473615296,0.366542515,Inf,1,1.558750436,0.119055459,1.473615296,0.074729414,0.050711617,tumor16SProximity_v3,BLVRB,187,0.072972973,2220,19,0.041860465,430,0.557987534,0.559359942,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.246012073,0.269255543,Inf,1,1.017836053,0.308755875,1.246012073,0.088254151,0.07082929,tumor16SProximity_v3,BLZF1,230,0.086936937,2220,27,0.055813953,430,0.730675264,0.317318047,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.0628908,0.270318022,Inf,1,0.23982206,0.810468204,1.0628908,0.051974765,0.04889944,tumor16SProximity_v3,BMI1,131,0.054504505,2220,19,0.039534884,430,0.953512522,0.087993384,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.923789485,0.439607507,Inf,1,2.863303142,0.004192492,1.923789485,0.114681093,0.05961208,tumor16SProximity_v3,BMP1,297,0.113513514,2220,22,0.046511628,430,0.133729399,0.943950938,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.086127276,0.58317008,Inf,1,0.153872966,0.8777099,1.086127276,0.011671195,0.010745698,tumor16SProximity_v3,BMP15,29,0.012612613,2220,4,0.009302326,430,0.971392183,0.119193173,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.757865628,0.213227796,Inf,1,-0.985413857,0.324420826,0.757865628,0.034756256,0.04586071,tumor16SProximity_v3,BMP2,85,0.035585586,2220,17,0.037209302,430,0.740582429,-0.399986019,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.932523863,0.191926079,Inf,1,-0.339435987,0.734281312,0.932523863,0.075509894,0.080973686,tumor16SProximity_v3,BMP2K,184,0.074324324,2220,31,0.065116279,430,0.936523019,-0.10078745,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.558747793,0.272871562,Inf,1,-1.191854175,0.233318429,0.558747793,0.009281522,0.01661129,tumor16SProximity_v3,BMP3,24,0.00990991,2220,6,0.013953488,430,0.673760163,-0.839730866,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.995277038,0.228024649,Inf,1,-0.020663519,0.983514071,0.995277038,0.068012138,0.068334881,tumor16SProximity_v3,BMP4,169,0.064414414,2220,26,0.058139535,430,0.997421355,-0.006829936,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.246610693,0.389510071,Inf,1,0.70547195,0.480516582,1.246610693,0.04032602,0.032348527,tumor16SProximity_v3,BMP5,100,0.041441441,2220,12,0.025581395,430,0.816535846,0.318010993,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.110850272,0.832303591,Inf,1,1.894737591,0.058127175,2.110850272,0.039305445,0.018620669,tumor16SProximity_v3,BMP6,97,0.041891892,2220,7,0.01627907,430,0.448813955,1.077824249,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.910359178,0.319347006,Inf,1,-0.267725521,0.788910604,0.910359178,0.027319106,0.030009151,tumor16SProximity_v3,BMP7,65,0.028828829,2220,11,0.023255814,430,0.948265161,-0.135492228,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.831945444,0.337524906,Inf,1,-0.453502299,0.650187088,0.831945444,0.018795929,0.022592742,tumor16SProximity_v3,BMP8A,45,0.019369369,2220,8,0.018604651,430,0.905486952,-0.26543917,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.058489498,0.398206114,Inf,1,0.151096632,0.87989949,1.058489498,0.025165293,0.023774722,tumor16SProximity_v3,BMP8B,61,0.025225225,2220,9,0.020930233,430,0.971392183,0.082006956,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.561389338,0.620672826,Inf,1,1.120908839,0.262326668,1.561389338,0.02908699,0.018628915,tumor16SProximity_v3,BMPR1A,72,0.030630631,2220,7,0.01627907,430,0.704600783,0.642830324,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.864442487,0.198373509,Inf,1,-0.634781192,0.525571131,0.864442487,0.054726613,0.063308564,tumor16SProximity_v3,BMPR1B,137,0.056756757,2220,24,0.051162791,430,0.848931138,-0.210158113,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.989500408,0.578609558,Inf,1,2.365229881,0.018018882,1.989500408,0.069609711,0.034988538,tumor16SProximity_v3,BMPR2,172,0.07027027,2220,13,0.030232558,430,0.288582205,0.992406195,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.600310575,0.690921591,Inf,1,1.089070587,0.276122759,1.600310575,0.025594147,0.015993238,tumor16SProximity_v3,BNC1,63,0.027027027,2220,6,0.013953488,430,0.711918321,0.678351919,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.952211056,0.284162496,Inf,1,-0.164090672,0.869659765,0.952211056,0.034741477,0.036485059,tumor16SProximity_v3,BNIP3,85,0.036936937,2220,14,0.030232558,430,0.969353235,-0.070646715,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.175515912,0.241975603,Inf,1,0.785572169,0.432118175,1.175515912,0.096312365,0.081931996,tumor16SProximity_v3,BNIP3L,238,0.090540541,2220,30,0.058139535,430,0.790391272,0.233294068,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.205615609,0.444088768,Inf,1,0.507642748,0.611703906,1.205615609,0.02888465,0.023958424,tumor16SProximity_v3,BOC,70,0.03018018,2220,9,0.018604651,430,0.8866426,0.26977,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.545083229,0.115714614,Inf,1,-2.858460487,0.004257021,0.545083229,0.049096547,0.090071652,tumor16SProximity_v3,BOK,120,0.04954955,2220,34,0.072093023,430,0.134958488,-0.875451562,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.929205846,0.092225123,Inf,1,-0.739786772,0.459429386,0.929205846,0.31368698,0.337586103,tumor16SProximity_v3,BOLA2,803,0.247297297,2220,136,0.234883721,430,0.803903897,-0.105929863,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.703863952,0.535161429,Inf,1,1.696659437,0.089761066,1.703863952,0.054033399,0.031712273,tumor16SProximity_v3,BPGM,131,0.053603604,2220,12,0.025581395,430,0.515198144,0.768810146,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.887221291,0.194014687,Inf,1,-0.547204189,0.584238459,0.887221291,0.067332409,0.075891336,tumor16SProximity_v3,BRAF,163,0.065765766,2220,28,0.062790698,430,0.87344715,-0.172634108,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.230080016,0.312807375,Inf,1,0.814315877,0.415464017,1.230080016,0.059054704,0.048008831,tumor16SProximity_v3,BRAT1,147,0.059459459,2220,18,0.041860465,430,0.784393957,0.298752165,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.181241807,0.347399092,Inf,1,0.566366003,0.571145001,1.181241807,0.047284644,0.040029606,tumor16SProximity_v3,BRCA1,118,0.048198198,2220,16,0.030232558,430,0.867974475,0.240304323,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.99529307,0.349757326,Inf,1,-0.013425979,0.98928794,0.99529307,0.027404553,0.027534155,tumor16SProximity_v3,BRCA2,68,0.027927928,2220,11,0.025581395,430,0.998332297,-0.006806696,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.351329581,0.282635667,Inf,1,1.439558048,0.149992476,1.351329581,0.100180408,0.074134697,tumor16SProximity_v3,BRCC3,245,0.095045045,2220,28,0.062790698,430,0.593101468,0.434379582,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.097345776,0.530537215,Inf,1,2.928063413,0.003410805,2.097345776,0.104131229,0.049649052,tumor16SProximity_v3,BRD1,263,0.091891892,2220,19,0.041860465,430,0.116569976,1.068564729,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.097512924,0.184344408,Inf,1,0.553962518,0.579604498,1.097512924,0.131260946,0.119598543,tumor16SProximity_v3,BRD2,331,0.11981982,2220,46,0.086046512,430,0.871563131,0.134237929,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.043597867,0.291572524,Inf,1,0.152739824,0.878603454,1.043597867,0.042056597,0.04029962,tumor16SProximity_v3,BRD3,104,0.045495495,2220,15,0.03255814,430,0.971392183,0.061565901,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.048891047,0.488294367,Inf,1,3.009796902,0.002614224,2.048891047,0.105559686,0.0515204,tumor16SProximity_v3,BRD4,278,0.107207207,2220,20,0.046511628,430,0.099237684,1.034843269,P < 0.05
Within30micronTumor / Within30um16StumorHigh,2.441043014,1.136080982,Inf,1,1.917511915,0.055172929,2.441043014,0.030850509,0.012638249,tumor16SProximity_v3,BRD7,78,0.033333333,2220,5,0.009302326,430,0.437280827,1.287497717,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.814211846,0.191722083,Inf,1,-0.87287171,0.382733008,0.814211846,0.046665797,0.057314073,tumor16SProximity_v3,BRD8,117,0.050900901,2220,22,0.048837209,430,0.769045856,-0.296523883,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.841799839,0.167404442,Inf,1,-0.865979932,0.386501167,0.841799839,0.071159788,0.084532908,tumor16SProximity_v3,BRF2,176,0.072522523,2220,32,0.074418605,430,0.769045856,-0.248450862,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.995596822,0.173522672,Inf,1,-0.025319282,0.979800294,0.995596822,0.109587472,0.110072139,tumor16SProximity_v3,BRI3,275,0.107207207,2220,41,0.08372093,430,0.997230242,-0.006366469,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.434404243,0.170976413,Inf,1,-2.118405995,0.034140699,0.434404243,0.012191296,0.028064403,tumor16SProximity_v3,BRINP1,31,0.013963964,2220,10,0.020930233,430,0.369159563,-1.2028899,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.094607253,0.322159303,Inf,1,0.307139067,0.758737523,1.094607253,0.041041306,0.037494093,tumor16SProximity_v3,BRINP3,100,0.040990991,2220,14,0.03255814,430,0.941260753,0.130413321,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.293141048,0.402064956,Inf,1,0.826814595,0.408342156,1.293141048,0.043732692,0.033818965,tumor16SProximity_v3,BRIP1,107,0.043243243,2220,13,0.025581395,430,0.780194734,0.370879644,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.301807915,0.329699039,Inf,1,1.041425686,0.297678027,1.301807915,0.062446261,0.047968875,tumor16SProximity_v3,BRMS1,155,0.064414414,2220,18,0.039534884,430,0.726269761,0.380516591,NS or |log2FC| < 1
