Tumor	TaxID	Taxa Name	Other Sample	Tumor Total Genome Length	Other Sample Genome Match	Percent of Length Matching
BTM-T-289	729	Haemophilus parainfluenzae	01-2020-043_SL	433	282	0.651270207852193995
BTM-T-289	729	Haemophilus parainfluenzae	01-2020-044_SL	433	282	0.651270207852193995
BTM-T-289	729	Haemophilus parainfluenzae	01-2020-108-SL	433	133	0.307159353348729792
BTM-T-289	729	Haemophilus parainfluenzae	GBM-BM-260-SL	433	133	0.307159353348729792
BTM-T-289	729	Haemophilus parainfluenzae	01-2020-058-SL	433	433	1
BTM-T-289	729	Haemophilus parainfluenzae	01-2020-049_SL	433	149	0.344110854503464203
BTM-T-289	729	Haemophilus parainfluenzae	GBM-BM-257-SL	433	149	0.344110854503464203
BTM-T-289	729	Haemophilus parainfluenzae	GBM-BM-299-SL	433	282	0.651270207852193995
BTM-T-289	729	Haemophilus parainfluenzae	GBM-BM-293-SL	433	133	0.307159353348729792
BTM-T-289	729	Haemophilus parainfluenzae	01-2020-016_SL	433	133	0.307159353348729792
BTM-T-289	28449	Neisseria subflava	GBM-BM-299-SL	453	151	0.333333333333333333
BTM-T-289	28449	Neisseria subflava	GBM-BM-257-SL	453	453	1
BTM-T-289	28449	Neisseria subflava	GBM-BM-307-SL	453	151	0.333333333333333333
BTM-T-289	28449	Neisseria subflava	GBM-BM-276-SL	453	151	0.333333333333333333
BTM-T-289	28449	Neisseria subflava	01-2020-056_SL	453	151	0.333333333333333333
BTM-T-289	28449	Neisseria subflava	01-2020-049_SL	453	151	0.333333333333333333
BTM-T-289	28449	Neisseria subflava	GBM-BM-284-SL	453	151	0.333333333333333333
BTM-T-289	28449	Neisseria subflava	01-2020-058-SL	453	151	0.333333333333333333
BTM-T-289	28449	Neisseria subflava	01-2020-043_SL	453	151	0.333333333333333333
BTM-T-289	165179	Segatella copri	02-2020-52-SL	1183	957	0.808960270498732037
BTM-T-289	1156431	Streptococcus ilei	01-2020-056_SL	243	243	1
BTM-T-289	84135	Gemella sanguinis	02-2020-50-SL	301	150	0.498338870431893688
BTM-T-289	84135	Gemella sanguinis	01-2020-056_SL	301	301	1
BTM-T-289	84135	Gemella sanguinis	GBM-BM-257-SL	301	301	1
BTM-T-289	84135	Gemella sanguinis	01-2020-016_SL	301	150	0.498338870431893688
BTM-T-289	84135	Gemella sanguinis	GBM-BM-Kit-275-SL	301	150	0.498338870431893688
BTM-T-289	84135	Gemella sanguinis	GBM-BM-284-SL	301	150	0.498338870431893688
BTM-T-289	84135	Gemella sanguinis	02-2020-043_SL	301	151	0.501661129568106312
BTM-T-289	84135	Gemella sanguinis	01-2020-058-SL	301	150	0.498338870431893688
BTM-T-289	84135	Gemella sanguinis	GBM-BM-260-SL	301	150	0.498338870431893688
BTM-T-289	39777	Veillonella atypica	01-2020-108-SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	01-2020-058-SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	GBM-BM-284-SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	GBM-BM-Kit-275-SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	01-2020-043_SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	GBM-BM-293-SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	01-2020-016_SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	01-2020-056_SL	302	302	1
BTM-T-289	39777	Veillonella atypica	01-2020-046_SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	02-2020-043_SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	01-2020-041_SL	302	151	0.5
BTM-T-289	39777	Veillonella atypica	GBM-BM-299-SL	302	302	1
BTM-T-289	39777	Veillonella atypica	01-2020-049_SL	302	302	1
BTM-T-289	39777	Veillonella atypica	02-2020-50-SL	302	302	1
BTM-T-289	39777	Veillonella atypica	GBM-BM-307-SL	302	151	0.5
BTM-T-289	1177574	Prevotella jejuni	GBM-BM-284-SL	112	112	1
BTM-T-289	1177574	Prevotella jejuni	01-2020-058-SL	112	112	1
BTM-T-289	1177574	Prevotella jejuni	GBM-BM-Kit-275-SL	112	112	1
BTM-T-289	1177574	Prevotella jejuni	GBM-BM-299-SL	112	112	1
BTM-T-289	1177574	Prevotella jejuni	01-2020-016_SL	112	112	1
BTM-T-289	1177574	Prevotella jejuni	02-2020-59-SL	112	112	1
BTM-T-289	1177574	Prevotella jejuni	GBM-BM-307-SL	112	112	1
BTM-T-289	1177574	Prevotella jejuni	01-2020-049_SL	112	112	1
BTM-T-289	437897	Megamonas funiformis	02-2020-52-SL	161	161	1
BTM-T-088	423477	Veillonella rogosae	01-2020-043_SL	1406	531	0.377667140825035562
BTM-T-088	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	1406	380	0.27027027027027027
BTM-T-088	423477	Veillonella rogosae	01-2020-108-SL	1406	531	0.377667140825035562
BTM-T-088	423477	Veillonella rogosae	02-2020-043_SL	1406	804	0.571834992887624467
BTM-T-088	423477	Veillonella rogosae	GBM-BM-284-SL	1406	531	0.377667140825035562
BTM-T-088	423477	Veillonella rogosae	01-2020-049_SL	1406	804	0.571834992887624467
BTM-T-088	423477	Veillonella rogosae	01-2020-056_SL	1406	804	0.571834992887624467
BTM-T-088	423477	Veillonella rogosae	02-2020-50-SL	1406	531	0.377667140825035562
BTM-T-088	423477	Veillonella rogosae	GBM-BM-257-SL	1406	531	0.377667140825035562
BTM-T-088	165179	Segatella copri	02-2020-52-SL	363	106	0.292011019283746556
BTM-T-088	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-Kit-275-SL	4798	128	0.0266777824093372238
BTM-T-088	537011	Segatella copri DSM 18205	02-2020-52-SL	167	167	1
BTM-T-088	38304	Corynebacterium tuberculostearicum	GBM-BM-293-SL	332	179	0.539156626506024096
BTM-T-088	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	373	373	1
BTM-T-088	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	373	373	1
BTM-T-088	1613	Limosilactobacillus fermentum	Saliva_EXT-PTC_L007_R1_001.fastq.gz	107	107	1
BTM-T-088	1613	Limosilactobacillus fermentum	DNA_EXT-PTC_L005_R1_001.fastq.gz	107	107	1
BTM-T-002	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-Kit-275-SL	292590	370	0.00126456816705970812
BTM-T-002	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-276-SL	292590	151	0.000516080522232475478
BTM-T-002	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-307-SL	292590	428	0.00146279777162582453
BTM-T-002	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-293-SL	292590	302	0.00103216104446495096
BTM-T-002	2715960	Bradyrhizobium sp. PSBB068	01-2020-016_SL	292590	1014	0.00346560032810417307
BTM-T-002	1303	Streptococcus oralis	GBM-BM-Kit-275-SL	243	243	1
BTM-T-002	1303	Streptococcus oralis	GBM-BM-293-SL	243	243	1
BTM-T-002	1303	Streptococcus oralis	GBM-BM-284-SL	243	243	1
BTM-T-002	423477	Veillonella rogosae	GBM-BM-257-SL	1824	1311	0.71875
BTM-T-002	423477	Veillonella rogosae	01-2020-056_SL	1824	1136	0.622807017543859649
BTM-T-002	423477	Veillonella rogosae	01-2020-049_SL	1824	1523	0.834978070175438596
BTM-T-002	423477	Veillonella rogosae	02-2020-50-SL	1824	816	0.447368421052631579
BTM-T-002	423477	Veillonella rogosae	02-2020-043_SL	1824	924	0.506578947368421053
BTM-T-002	423477	Veillonella rogosae	01-2020-108-SL	1824	816	0.447368421052631579
BTM-T-002	423477	Veillonella rogosae	GBM-BM-260-SL	1824	364	0.19956140350877193
BTM-T-002	423477	Veillonella rogosae	GBM-BM-284-SL	1824	924	0.506578947368421053
BTM-T-002	423477	Veillonella rogosae	01-2020-044_SL	1824	150	0.0822368421052631579
BTM-T-002	423477	Veillonella rogosae	01-2020-043_SL	1824	622	0.341008771929824561
BTM-T-002	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	1824	877	0.48081140350877193
BTM-T-002	437897	Megamonas funiformis	02-2020-52-SL	1257	993	0.789976133651551313
BTM-T-002	1308	Streptococcus thermophilus	01-2020-041_SL	5930	4588	0.773693086003372681
BTM-T-002	1308	Streptococcus thermophilus	02-2020-52-SL	5930	5523	0.931365935919055649
BTM-T-002	1308	Streptococcus thermophilus	01-2020-058-SL	5930	5303	0.894266441821247892
BTM-T-002	1308	Streptococcus thermophilus	02-2020-043_SL	5930	4885	0.823777403035413153
BTM-T-002	1308	Streptococcus thermophilus	GBM-BM-260-SL	5930	4248	0.716357504215851602
BTM-T-002	28449	Neisseria subflava	GBM-BM-257-SL	302	151	0.5
BTM-T-002	28449	Neisseria subflava	01-2020-058-SL	302	302	1
BTM-T-002	28449	Neisseria subflava	01-2020-056_SL	302	302	1
BTM-T-002	1121115	Blautia wexlerae DSM 19850	02-2020-52-SL	1650	604	0.366060606060606061
BTM-T-002	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	856	305	0.356308411214953271
BTM-T-002	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	856	636	0.742990654205607477
BTM-T-002	566552	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	02-2020-52-SL	146	146	1
BTM-T-257	437897	Megamonas funiformis	02-2020-52-SL	77	77	1
BTM-T-257	1304	Streptococcus salivarius	GBM-BM-299-SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	GBM-BM-257-SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	02-2020-59-SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	02-2020-50-SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	GBM-BM-307-SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	GBM-BM-284-SL	453	302	0.666666666666666667
BTM-T-257	1304	Streptococcus salivarius	01-2020-058-SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	01-2020-046_SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	01-2020-108-SL	453	151	0.333333333333333333
BTM-T-257	1304	Streptococcus salivarius	01-2020-043_SL	453	151	0.333333333333333333
BTM-T-257	28137	Prevotella veroralis	02-2020-59-SL	151	151	1
BTM-T-257	28137	Prevotella veroralis	01-2020-058-SL	151	151	1
BTM-T-257	28137	Prevotella veroralis	01-2020-056_SL	151	151	1
BTM-T-257	28137	Prevotella veroralis	01-2020-049_SL	151	151	1
BTM-T-257	28132	Prevotella melaninogenica	01-2020-058-SL	451	151	0.334811529933481153
BTM-T-257	28132	Prevotella melaninogenica	02-2020-043_SL	451	151	0.334811529933481153
BTM-T-257	28132	Prevotella melaninogenica	02-2020-50-SL	451	150	0.332594235033259424
BTM-T-257	28132	Prevotella melaninogenica	01-2020-043_SL	451	150	0.332594235033259424
BTM-T-257	423477	Veillonella rogosae	GBM-BM-257-SL	150	150	1
BTM-T-257	423477	Veillonella rogosae	01-2020-049_SL	150	150	1
BTM-T-257	165179	Segatella copri	02-2020-52-SL	891	741	0.83164983164983165
BTM-T-257	2682456	Veillonella nakazawae	GBM-BM-260-SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	01-2020-046_SL	302	151	0.5
BTM-T-257	2682456	Veillonella nakazawae	01-2020-044_SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	01-2020-041_SL	302	151	0.5
BTM-T-257	2682456	Veillonella nakazawae	02-2020-59-SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	GBM-BM-299-SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	01-2020-049_SL	302	151	0.5
BTM-T-257	2682456	Veillonella nakazawae	GBM-BM-276-SL	302	151	0.5
BTM-T-257	2682456	Veillonella nakazawae	02-2020-50-SL	302	151	0.5
BTM-T-257	2682456	Veillonella nakazawae	GBM-BM-307-SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	01-2020-058-SL	302	151	0.5
BTM-T-257	2682456	Veillonella nakazawae	GBM-BM-Kit-275-SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	01-2020-043_SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	GBM-BM-293-SL	302	302	1
BTM-T-257	2682456	Veillonella nakazawae	01-2020-016_SL	302	151	0.5
BTM-T-257	2682456	Veillonella nakazawae	01-2020-056_SL	302	302	1
BTM-T-257	729	Haemophilus parainfluenzae	01-2020-049_SL	447	447	1
BTM-T-257	729	Haemophilus parainfluenzae	02-2020-50-SL	447	146	0.326621923937360179
BTM-T-257	729	Haemophilus parainfluenzae	02-2020-59-SL	447	296	0.662192393736017897
BTM-T-257	729	Haemophilus parainfluenzae	GBM-BM-257-SL	447	151	0.337807606263982103
BTM-T-257	729	Haemophilus parainfluenzae	GBM-BM-299-SL	447	297	0.664429530201342282
BTM-T-257	729	Haemophilus parainfluenzae	GBM-BM-260-SL	447	150	0.335570469798657718
BTM-T-257	729	Haemophilus parainfluenzae	02-2020-043_SL	447	150	0.335570469798657718
BTM-T-257	729	Haemophilus parainfluenzae	01-2020-044_SL	447	150	0.335570469798657718
BTM-T-257	729	Haemophilus parainfluenzae	01-2020-056_SL	447	296	0.662192393736017897
BTM-T-257	729	Haemophilus parainfluenzae	GBM-BM-293-SL	447	296	0.662192393736017897
BTM-T-257	729	Haemophilus parainfluenzae	01-2020-016_SL	447	296	0.662192393736017897
BTM-T-257	729	Haemophilus parainfluenzae	01-2020-043_SL	447	447	1
BTM-T-257	729	Haemophilus parainfluenzae	01-2020-108-SL	447	151	0.337807606263982103
BTM-T-257	729	Haemophilus parainfluenzae	01-2020-058-SL	447	447	1
BTM-T-257	729	Haemophilus parainfluenzae	GBM-BM-284-SL	447	150	0.335570469798657718
BTM-T-257	1017	Capnocytophaga gingivalis	01-2020-056_SL	302	151	0.5
BTM-T-257	1017	Capnocytophaga gingivalis	GBM-BM-293-SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	01-2020-016_SL	302	151	0.5
BTM-T-257	1017	Capnocytophaga gingivalis	GBM-BM-Kit-275-SL	302	151	0.5
BTM-T-257	1017	Capnocytophaga gingivalis	01-2020-043_SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	01-2020-058-SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	GBM-BM-284-SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	01-2020-049_SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	02-2020-50-SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	GBM-BM-307-SL	302	151	0.5
BTM-T-257	1017	Capnocytophaga gingivalis	GBM-BM-257-SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	GBM-BM-299-SL	302	151	0.5
BTM-T-257	1017	Capnocytophaga gingivalis	GBM-BM-260-SL	302	302	1
BTM-T-257	1017	Capnocytophaga gingivalis	01-2020-044_SL	302	151	0.5
BTM-T-257	2759692	Streptococcus sp. Marseille-Q3533	02-2020-043_SL	299	150	0.501672240802675585
BTM-T-257	2759692	Streptococcus sp. Marseille-Q3533	GBM-BM-284-SL	299	299	1
BTM-T-257	2759692	Streptococcus sp. Marseille-Q3533	01-2020-049_SL	299	149	0.498327759197324415
BTM-T-257	2759692	Streptococcus sp. Marseille-Q3533	01-2020-056_SL	299	149	0.498327759197324415
BTM-T-257	83655	Leclercia adecarboxylata	01-2020-056_SL	151	151	1
BTM-T-257	548	Klebsiella aerogenes	01-2020-056_SL	558	558	1
BTM-T-257	1328	Streptococcus anginosus	GBM-BM-284-SL	150	150	1
BTM-T-257	1328	Streptococcus anginosus	GBM-BM-299-SL	150	150	1
BTM-T-257	1328	Streptococcus anginosus	02-2020-043_SL	150	150	1
BTM-T-257	1328	Streptococcus anginosus	01-2020-043_SL	150	150	1
BTM-T-257	1328	Streptococcus anginosus	GBM-BM-Kit-275-SL	150	150	1
BTM-T-257	537011	Segatella copri DSM 18205	02-2020-52-SL	299	299	1
BTM-T-071	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	646	302	0.467492260061919505
BTM-T-071	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	646	498	0.770897832817337461
BTM-T-071	562	Escherichia coli	DNA_EXT-PTC_L005_R1_001.fastq.gz	356	217	0.609550561797752809
BTM-T-071	562	Escherichia coli	Saliva_EXT-PTC_L007_R1_001.fastq.gz	356	217	0.609550561797752809
BTM-T-071	28111	Bacteroides eggerthii	02-2020-52-SL	1086	223	0.205340699815837937
BTM-T-273	437897	Megamonas funiformis	02-2020-52-SL	570	570	1
BTM-T-273	28449	Neisseria subflava	GBM-BM-299-SL	601	149	0.247920133111480865
BTM-T-273	28449	Neisseria subflava	GBM-BM-257-SL	601	601	1
BTM-T-273	28449	Neisseria subflava	GBM-BM-307-SL	601	151	0.251247920133111481
BTM-T-273	28449	Neisseria subflava	01-2020-056_SL	601	601	1
BTM-T-273	28449	Neisseria subflava	01-2020-049_SL	601	452	0.752079866888519135
BTM-T-273	28449	Neisseria subflava	GBM-BM-284-SL	601	601	1
BTM-T-273	28449	Neisseria subflava	01-2020-058-SL	601	601	1
BTM-T-273	28449	Neisseria subflava	GBM-BM-260-SL	601	151	0.251247920133111481
BTM-T-273	28449	Neisseria subflava	01-2020-108-SL	601	301	0.500831946755407654
BTM-T-273	28449	Neisseria subflava	01-2020-043_SL	601	452	0.752079866888519135
BTM-T-273	165179	Segatella copri	02-2020-52-SL	597	597	1
BTM-T-273	28131	Prevotella intermedia	GBM-BM-299-SL	170	170	1
BTM-T-273	1852377	Actinomyces pacaensis	01-2020-041_SL	302	151	0.5
BTM-T-273	1852377	Actinomyces pacaensis	GBM-BM-284-SL	302	302	1
BTM-T-273	729	Haemophilus parainfluenzae	01-2020-058-SL	260	260	1
BTM-T-273	729	Haemophilus parainfluenzae	GBM-BM-293-SL	260	260	1
BTM-T-273	548	Klebsiella aerogenes	01-2020-056_SL	92	92	1
BTM-T-273	28132	Prevotella melaninogenica	01-2020-046_SL	132	132	1
BTM-T-273	28132	Prevotella melaninogenica	02-2020-59-SL	132	132	1
BTM-T-273	28132	Prevotella melaninogenica	GBM-BM-257-SL	132	132	1
BTM-T-273	28132	Prevotella melaninogenica	GBM-BM-284-SL	132	132	1
BTM-T-273	28132	Prevotella melaninogenica	01-2020-043_SL	132	132	1
BTM-T-273	28132	Prevotella melaninogenica	01-2020-041_SL	132	132	1
BTM-T-273	327575	Capnocytophaga leadbetteri	GBM-BM-276-SL	302	151	0.5
BTM-T-273	327575	Capnocytophaga leadbetteri	01-2020-043_SL	302	151	0.5
BTM-T-273	327575	Capnocytophaga leadbetteri	GBM-BM-260-SL	302	151	0.5
BTM-T-273	327575	Capnocytophaga leadbetteri	GBM-BM-257-SL	302	151	0.5
BTM-T-273	327575	Capnocytophaga leadbetteri	01-2020-044_SL	302	151	0.5
BTM-T-273	43675	Rothia mucilaginosa	GBM-BM-293-SL	151	151	1
BTM-T-273	43675	Rothia mucilaginosa	01-2020-016_SL	151	151	1
BTM-T-273	43675	Rothia mucilaginosa	GBM-BM-299-SL	151	151	1
BTM-T-273	43675	Rothia mucilaginosa	01-2020-056_SL	151	151	1
BTM-T-273	43675	Rothia mucilaginosa	GBM-BM-307-SL	151	151	1
BTM-T-273	43675	Rothia mucilaginosa	01-2020-108-SL	151	151	1
BTM-T-273	43675	Rothia mucilaginosa	GBM-BM-260-SL	151	151	1
BTM-T-273	43675	Rothia mucilaginosa	01-2020-044_SL	151	151	1
BTM-T-273	2682455	Veillonella sp. S12025-13	GBM-BM-293-SL	676	151	0.223372781065088757
BTM-T-273	2610896	Streptococcus sp. LPB0220	01-2020-058-SL	151	151	1
BTM-T-273	2610896	Streptococcus sp. LPB0220	GBM-BM-293-SL	151	151	1
BTM-T-273	2610896	Streptococcus sp. LPB0220	GBM-BM-Kit-275-SL	151	151	1
T-170	562	Escherichia coli	02-2020-52-SL	151	151	1
T-170	28037	Streptococcus mitis	GBM-BM-257-SL	509	302	0.593320235756385069
T-170	28037	Streptococcus mitis	01-2020-016_SL	509	302	0.593320235756385069
T-170	28037	Streptococcus mitis	02-2020-50-SL	509	151	0.296660117878192534
T-170	28037	Streptococcus mitis	GBM-BM-307-SL	509	302	0.593320235756385069
T-170	423477	Veillonella rogosae	01-2020-108-SL	342	71	0.20760233918128655
T-170	423477	Veillonella rogosae	GBM-BM-284-SL	342	71	0.20760233918128655
T-170	423477	Veillonella rogosae	01-2020-044_SL	342	71	0.20760233918128655
T-170	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	342	71	0.20760233918128655
T-170	423477	Veillonella rogosae	01-2020-043_SL	342	71	0.20760233918128655
T-170	423477	Veillonella rogosae	GBM-BM-257-SL	342	342	1
T-170	423477	Veillonella rogosae	01-2020-056_SL	342	71	0.20760233918128655
T-170	423477	Veillonella rogosae	01-2020-049_SL	342	71	0.20760233918128655
T-170	423477	Veillonella rogosae	02-2020-50-SL	342	71	0.20760233918128655
T-170	1613	Limosilactobacillus fermentum	DNA_EXT-PTC_L005_R1_001.fastq.gz	223	223	1
T-170	1613	Limosilactobacillus fermentum	Saliva_EXT-PTC_L007_R1_001.fastq.gz	223	72	0.322869955156950673
T-170	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	118	118	1
T-170	1747	Cutibacterium acnes	GBM-BM-260-SL	559	83	0.148479427549194991
T-170	515619	Agathobacter rectalis ATCC 33656	02-2020-52-SL	411	411	1
BTM-T-169	46125	Abiotrophia defectiva	GBM-BM-276-SL	130	130	1
BTM-T-169	46125	Abiotrophia defectiva	01-2020-049_SL	130	130	1
BTM-T-169	423477	Veillonella rogosae	GBM-BM-257-SL	915	629	0.687431693989071038
BTM-T-169	423477	Veillonella rogosae	01-2020-049_SL	915	738	0.806557377049180328
BTM-T-169	423477	Veillonella rogosae	01-2020-056_SL	915	915	1
BTM-T-169	423477	Veillonella rogosae	02-2020-50-SL	915	301	0.328961748633879781
BTM-T-169	423477	Veillonella rogosae	01-2020-108-SL	915	436	0.476502732240437158
BTM-T-169	423477	Veillonella rogosae	02-2020-043_SL	915	301	0.328961748633879781
BTM-T-169	423477	Veillonella rogosae	GBM-BM-284-SL	915	587	0.641530054644808743
BTM-T-169	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	915	436	0.476502732240437158
BTM-T-169	423477	Veillonella rogosae	01-2020-043_SL	915	436	0.476502732240437158
BTM-T-169	28111	Bacteroides eggerthii	02-2020-52-SL	302	151	0.5
BTM-T-169	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	495	296	0.59797979797979798
BTM-T-169	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	495	296	0.59797979797979798
BTM-T-169	871541	Actinomyces oris K20	01-2020-016_SL	151	151	1
BTM-T-169	680646	Rothia mucilaginosa DY-18	01-2020-058-SL	151	151	1
BTM-T-061	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-307-SL	15183	183	0.0120529539616676546
BTM-T-061	423477	Veillonella rogosae	02-2020-50-SL	1207	910	0.753935376967688484
BTM-T-061	423477	Veillonella rogosae	01-2020-056_SL	1207	739	0.612261806130903065
BTM-T-061	423477	Veillonella rogosae	01-2020-049_SL	1207	651	0.539353769676884838
BTM-T-061	423477	Veillonella rogosae	GBM-BM-257-SL	1207	948	0.785418392709196355
BTM-T-061	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	1207	410	0.339685169842584921
BTM-T-061	423477	Veillonella rogosae	01-2020-043_SL	1207	910	0.753935376967688484
BTM-T-061	423477	Veillonella rogosae	GBM-BM-284-SL	1207	500	0.414250207125103563
BTM-T-061	423477	Veillonella rogosae	01-2020-044_SL	1207	329	0.272576636288318144
BTM-T-061	423477	Veillonella rogosae	02-2020-043_SL	1207	1056	0.874896437448218724
BTM-T-061	423477	Veillonella rogosae	01-2020-108-SL	1207	329	0.272576636288318144
BTM-T-061	1308	Streptococcus thermophilus	01-2020-041_SL	5898	4737	0.803153611393692777
BTM-T-061	1308	Streptococcus thermophilus	02-2020-52-SL	5898	4935	0.836724313326551373
BTM-T-061	1308	Streptococcus thermophilus	01-2020-058-SL	5898	4450	0.754493048491013903
BTM-T-061	1308	Streptococcus thermophilus	02-2020-043_SL	5898	4091	0.693624957612750085
BTM-T-061	1308	Streptococcus thermophilus	GBM-BM-260-SL	5898	4424	0.750084774499830451
BTM-T-061	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	1922	1208	0.628511966701352758
BTM-T-061	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	1922	1167	0.607180020811654527
BTM-T-061	33039	[Ruminococcus] torques	02-2020-52-SL	893	138	0.154535274356103024
BTM-T-061	1280	Staphylococcus aureus	DNA_EXT-PTC_L005_R1_001.fastq.gz	150	150	1
BTM-T-061	1305	Streptococcus sanguinis	01-2020-044_SL	247	96	0.388663967611336032
BTM-T-061	1305	Streptococcus sanguinis	02-2020-52-SL	247	151	0.611336032388663968
BTM-T-061	1305	Streptococcus sanguinis	GBM-BM-284-SL	247	96	0.388663967611336032
BTM-T-061	1305	Streptococcus sanguinis	GBM-BM-260-SL	247	96	0.388663967611336032
BTM-T-061	1305	Streptococcus sanguinis	GBM-BM-307-SL	247	96	0.388663967611336032
BTM-T-061	1305	Streptococcus sanguinis	GBM-BM-293-SL	247	96	0.388663967611336032
BTM-T-079	2715960	Bradyrhizobium sp. PSBB068	GBM-BM-276-SL	19110	151	0.00790162218733647305
BTM-T-079	1351	Enterococcus faecalis	DNA_EXT-PTC_L005_R1_001.fastq.gz	649	558	0.859784283513097072
BTM-T-079	1351	Enterococcus faecalis	Saliva_EXT-PTC_L007_R1_001.fastq.gz	649	416	0.64098613251155624
BTM-T-079	423477	Veillonella rogosae	02-2020-043_SL	600	449	0.748333333333333333
BTM-T-079	423477	Veillonella rogosae	GBM-BM-260-SL	600	151	0.251666666666666667
BTM-T-079	423477	Veillonella rogosae	GBM-BM-284-SL	600	449	0.748333333333333333
BTM-T-079	423477	Veillonella rogosae	GBM-BM-Kit-275-SL	600	151	0.251666666666666667
BTM-T-079	423477	Veillonella rogosae	01-2020-043_SL	600	151	0.251666666666666667
BTM-T-079	423477	Veillonella rogosae	GBM-BM-257-SL	600	298	0.496666666666666667
BTM-T-079	423477	Veillonella rogosae	01-2020-056_SL	600	449	0.748333333333333333
BTM-T-079	423477	Veillonella rogosae	01-2020-049_SL	600	298	0.496666666666666667
BTM-T-079	423477	Veillonella rogosae	02-2020-50-SL	600	151	0.251666666666666667
T-074	1308	Streptococcus thermophilus	01-2020-041_SL	3972	3036	0.764350453172205438
T-074	1308	Streptococcus thermophilus	GBM-BM-260-SL	3972	3075	0.774169184290030211
T-074	1308	Streptococcus thermophilus	01-2020-058-SL	3972	2910	0.732628398791540786
T-074	1308	Streptococcus thermophilus	02-2020-043_SL	3972	3150	0.793051359516616314
T-074	1308	Streptococcus thermophilus	02-2020-52-SL	3972	3466	0.872608257804632427
T-074	423477	Veillonella rogosae	01-2020-049_SL	151	151	1
T-074	470565	Prevotella histicola	01-2020-058-SL	180	180	1
T-074	470565	Prevotella histicola	01-2020-044_SL	180	180	1
T-074	470565	Prevotella histicola	01-2020-041_SL	180	180	1
T-074	470565	Prevotella histicola	02-2020-59-SL	180	180	1
T-074	470565	Prevotella histicola	01-2020-016_SL	180	180	1
T-074	470565	Prevotella histicola	GBM-BM-299-SL	180	180	1
